ID,Cote de rangement,Titre du dossier,Contenu du dossier,Analyse diplomatique,Solution GED,Annee
00554,1066/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2849 DU 25 SEPTEMBRE 2014 + CONTRAT N°15/3655 DU 19 OCTOBRE 2015 : SONABHY ET ZOUNGRANA ISSA,"SONABHY, EMPLISSAGE, GAZ BUTANE, CHARGEMENT, DEPOTAGE, PRODUIT BLANC, ZOUNGRANA ISSA",(CONTRAT),DOCESSEN,2014 2015
00555,1067/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2850 DU 25 SEPTEMBRE 2014 + RENOUVELLEMENT N°15/3688 DU 19 OCTOBRE 2015 : SONABHY ET BOUGMA RASMANE,"SONABHY, EMPLISSAGE, GAZ BUTANE, CHARGEMENT, DEPOTAGE, PRODUIT BLANC, BOUGMA RASMANE",(CONTRAT),DOCESSEN,2014 2015
00556,1068/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2851 DU 25 SEPTEMBRE 2014 + CONTRAT N°15/3634 DU 19 OCTOBRE 2015 : SONABHY ET KAFANDO K. G. ISIDORE,"SONABHY, EMPLISSAGE, GAZ BUTANE, CHARGEMENT, DEPOTAGE, PRODUIT BLANC, KAFANDO K. G. ISIDORE",(CONTRAT),DOCESSEN,2014 2015
00557,1069/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2852 DU 25 SEPTEMBRE 2014 + CONTRAT N°15/3638 DU 19 OCTOBRE 2015 : SONABHY ET KABRE MADI,"SONABHY, EMPLISSAGE, GAZ BUTANE, CHARGEMENT, DEPOTAGE, PRODUIT BLANC, KABRE MADI",(CONTRAT),DOCESSEN,2014 2015
00558,1070/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2855 DU 25 SEPTEMBRE 2014 + RENOUVELLEMENT N°15/3677 DU 19 OCTOBRE 2015 : SONABHY ET GNEBGA B. JOCELYNE,"SONABHY, TRAVAIL, MAINTENANCE, SECURITE, GNEBGA B. JOCELYNE",(CONTRAT),DOCESSEN,2014 2015
00559,1071/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2856 DU 25 SEPTEMBRE 2014 + RENOUVELLEMENT N°15/3678 DU 19 OCTOBRE 2015 : SONABHY ET YANOGO SEVERIN,"SONABHY, TRAVAIL, MAINTENANCE, SECURITE, YANOGO SEVERIN",(CONTRAT),DOCESSEN,2014 2015
00560,1072/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2857 DU 25 SEPTEMBRE 2014 + RENOUVELLEMENT N°15/3687 DU 19 OCTOBRE 2015 : SONABHY ET NANEMA IBRAHIM HYACINTHE,"SONABHY, TRAVAIL, MAINTENANCE, SECURITE, NANEMA IBRAHIM HYACINTHE",(CONTRAT),DOCESSEN,2014 2015
00561,1073/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2858 DU 25 SEPTEMBRE 2014 : SONABHY ET OUEDRAOGO DELWINDE NOE,"SONABHY, TRAVAIL, MAINTENANCE, SECURITE, OUEDRAOGO DELWINDE NOE",(CONTRAT),DOCESSEN,2014
00562,1074/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2859 DU 25 SEPTEMBRE 2014 + RENOUVELLEMENT N°15/3675 DU 19 OCTOBRE 2015 : SONABHY ET OUANGO LEON,"SONABHY, TRAVAIL, MAINTENANCE, SECURITE, OUANGO LEON",(CONTRAT),DOCESSEN,2014 2015
00563,1075/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2860 DU 25 SEPTEMBRE 2014 + CONTRAT N°15/3644 DU 19 OCTOBRE 2015 : SONABHY ET COMPAORE ALFRED,"SONABHY, MAINTENANCE, SECURITE, TRAVAIL, COMPAORE ALFRED",(CONTRAT),DOCESSEN,2014 2015
00564,1076/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2861 DU 25 SEPTEMBRE 2014 + CONTRAT N°15/4536 DU 29 DECEMBRE 2015 : SONABHY ET BIBEOGO ISSOUF,"SONABHY, TRAVAIL, RECHERCHE DOCUMENTAIRE, INFORMATION, ASSAINISSEMENT, COMPTE, CLIENT, CHARGEMENT, DEPOTAGE, BIBEOGO ISSOUF",(CONTRAT),DOCESSEN,2014 2015
00565,1077/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2862 DU 25 SEPTEMBRE 2014 : SONABHY ET TANNI HANTABOUKO LEA,"SONABHY, TRAVAIL, RECHERCHE DOCUMENTAIRE, INFORMATION, ASSAINISSEMENT, COMPTE, CLIENT, TANNI HANTABOUKO LEA",(CONTRAT),DOCESSEN,2014
00566,1078/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0141 DU 01 OCTOBRE 2014 + CONTRAT N°20/0253 DU 24 AOUT 2020 : SONABHY ET ZEN PETROLEUM BURKINA,"SONABHY, VENTE, PRODUIT PETROLIER, ZEN PETROLEUM BURKINA",(CONTRAT),DOCESSEN,2014 2020
00567,1079/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0144 DU 07 OCTOBRE 2014 + CONTRAT N° 14/203 DU 26 DECEMBRE 2014 + CONTRAT DE VENTE N°21/0103 DU 28 JUIN 2021 : SONABHY ET ENERGIES PLUS D'AFRIQUE (EPA),"SONABHY, VENTE, PRODUIT PETROLIER, ENERGIES PLUS D'AFRIQUE, EPA",(CONTRAT),DOCESSEN,2014 2021
00568,1080/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/446 DU 21 SEPTEMBRE 2017 + CONTRAT N°18/0207 DU 21 FEVRIER 2018 : SONABHY ET YADJI-TEDI,"SONABHY, TRANSPORT, PRODUIT PETROLIER, YADJI-TEDI",(CONTRAT),DOCESSEN,2017 2018
00569,1081/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0821 DU 05 OCTOBRE 2018 + AVENANT N°19/354 DU 26 JUILLET 2019 + AVENANT N°19/0470 DU 17 DECEMBRE 2019 + AVENANT N°21/0112 DU 18 MAI 2021 : SONABHY ET GAUTIER FUEL,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GAUTIER FUEL","(CONTRAT, AVENANT)",DOCESSEN,2018 2019 2021
00570,1082/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/0556 DU 24 NOVEMBRE 2017 + CONTRAT N°20/0254 DU 24 AOUT 2020 + AVENANT N°23/0192 DU 28 MARS 2023 : SONABHY ET KAWOLOBOU ABDOUL KADER (STHK),"TRANSPORT, PRODUIT PETROLIER, KAWOLOBOU ABDOUL KADER, STHK, SONABHY","(CONTRAT, AVENANT)",DOCESSEN,2017 2020 2023
00571,1083/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/413 DU 07 SEPTEMBRE 2017+ CONTRAT N°18/00201 DU 21 FEVRIER 2018 : SONABHY ET AMIRA BINTOU TRANSPORT ET COMMERCE (ABTC),"TRANSPORT, PRODUIT PETROLIER, SONABHY, AMIRA BINTOU TRANSPORT ET COMMERCE, ABTC",(CONTRAT),DOCESSEN,2017 2018
00572,1084/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0288 DU 02 MARS 2018 + AVENANT N°18/0763 DU 03 SEPTEMBRE 2018 + AVENANT N°18/0919 DU 05 DECEMBRE 2018 : SONABHY ET GROUP AFRIC SERVICES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GROUP AFRIC SERVICES","(CONTRAT, AVENANT)",DOCESSEN,2018
00573,1085/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°14/160 DU 22 OCTOBRE 2014 + AVENANT N°16/021 DU 01 FEVRIER 2016 + AVENANT N°16/0265 DU 08 JUILLET 2016 + CONTRAT N°18/0210 DU 21 FEVRIER 2018 + AVENANT N°18/0812 DU 02 OCTOBRE 2018 + AVENANT N°18/0936 DU 13 DECEMBRE 2018 : SONABHY ET GENERAL TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GENERAL TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2014 2016 2018
00574,1086/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°14/163 DU 23 OCTOBRE 2014 + CONTRAT N°15/195 DU 08 AVRIL 2015 : SONABHY ET DAWO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DAWO",(CONTRAT),DOCESSEN,2014 2015
00575,1087/CJ,PASSAGE DE PRODUITS PETROLIERS : CONTRAT N°14/167 DU 27 OCTOBRE 2014 : SONABHY ET CJFP PETROLEUM,"PASSAGE, PRODUIT PETROLIER, SONABHY, CJFP PETROLEUM",(CONTRAT),DOCESSEN,2014
00576,1088/CJ,AUDIT COMPTABLE ET FINANCIER : MARCHE n°2014/103 DU 08 OCTOBRE 2014 : SONABHY ET CGIC INTERNATIONAL,"AUDIT COMPTABLE , AUDIT FINANCIER, SONABHY, CGIC INTERNATIONAL",(CONTRAT),DOCESSEN,2014
00577,1089/CJ,"MAINTENANCE DES CLIMATISEURS : CONTRAT D'ENTRETIEN DU 15 JUILLET 2014 + CONTRAT D'ENTRETIEN DU 16 AVRIL 2014 ; MAINTENANCE DES PHOTOCOPIEURS : CONTRAT N°15/02/CLIM, N°15/14/BU, N°15/15/BU DU 15 JUILLET 2015 : SONABHY ET CFAO TECHNOLOGIES","MAINTENANCE, CLIMATISEUR, PHOTOCOPIEUR, SONABHY, CFAO TECHNOLOGIES",(CONTRAT),DOCESSEN,2014
00578,1090/CJ,TRANSPORT DE PRODUITS PETROLIERS : AVENANT N°14/0145 DU 07 OCTOBRE 2014 + CONTRAT N°15/0126 DU 13/03/2015 + CONTRAT DE PASSAGE N°15/0274 DU 15 JUIN 2015 + CONTRAT DE VENTE N°16/173 : SONABHY ET YAMEOGO MBIKA IRENE,"TRANSPORT, PASSAGE, VENTE, PRODUIT PETROLIER, AVENANT, YAMEOGO MBIKA IRENE, SONABHY",(CONTRAT),DOCESSEN,2014 2015 2016
00579,1091/CJ,JURIDICTION ET CONTENTIEUX : ASSISTANCE JURIDIQUE ET JUDICIAIRE : CONVENTION N°14/0169 DU 05 NOVEMBRE 2014 + CONVENTION DU 16 AOUT 2019 ; SONABHY ET CABINET D'AVOCATS ALI NEYA,"ASSISTANCE JURIDIQUE, ASSISTANCE JUDICIAIRE, SONABHY, CABINET D'AVOCATS ALI NEYA, NEYA ALI","(CONTRAT, FACTURE, CONVENTION, BORDEREAU D'ENVOI)",DOCESSEN,2014 2019
00580,1092/CJ,TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°14/0146 DU 07 OCTOBRE 2014 + CONTRAT N°15/0031 DU 13 FEVRIER 2015 + AVENANT N°15/0312 DU 19 AOUT 2015 + CONTRAT N°18/00072 DU 03 FEVRIER 2018: SONABHY ET OUEDRAOGO ISSA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO ISSA","(CONTRAT, AVENANT)",DOCESSEN,2014 2015 2018
00581,1093/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°14/0158 DU 22 OCTOBRE 2014 + CONTRAT N°15/0179 DU 07 AVRIL 2015 + AVENANT N°15/326 DU 17 SEPTEMBRE 2015 + CONTRAT N°18/0414 DU 29 MARS 2018 : SONABHY ET TRANSICO BURKINA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRANSICO BURKINA","(CONTRAT, AVENANT)",DOCESSEN,2014 2015 2018
00582,1094/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N°14/0168 DU 05 NOVEMBRE 2014 + CONTRAT DE VENTE N°17/0612 DU 28 DECEMBRE 2017 ; SONABHY ET EDILCO,"VENTE, PRODUIT PETROLIER, SONABHY, EDILCO",(CONTRAT),DOCESSEN,2014 2017
00583,1095/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0261 DU 01 SEPTEMBRE 2020 + AVENANT N23/0422 DU 11 SEPTEMBRE 2023 : SONABHY ET MOUTAMA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MOUTAMA","(CONTRAT, AVENANT)",DOCESSEN,2020 2023
00584,1096/CJ,TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°14/0159 DU 22 OCTOBRE 2014 + CONTRAT N°15/0205 DU 13 AVRIL 2015 : SONABHY ET BARACK AFRIQUE,"SONABHY, BARACK AFRIQUE, TRANSPORT, PRODUIT PETROLIER",(CONTRAT),DOCESSEN,2014 2015
00585,1097/CJ,TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°14/0142 DU 07 OCTOBRE 2014 + CONTRAT N°15/0204 DU 13 AVRIL 2015 : SONABHY ET SKZYF,"SONABHY, SKZYF, TRANSPORT, PRODUIT PETROLIER",(CONTRAT),DOCESSEN,2014 2015
00586,1098/CJ,"JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N°14/0178 DU 22 DECEMBRE 2014 + PROTOCOLE D'ACCORD DU 28 JUIN 2016 + CONTRAT DE VENTE N°20/0054 DU 21 FEVRIER 2020 + CONTRAT DE VENTE N°22/0268 DU 20 MAI 2022 + CONTRAT DE VENTE N°22/0308 DU 27 MAI 2022 : SONABHY ET TOTAL BURKINA, TOTAL ENERGIES TRADING.","VENTE, ACCORD, PRODUIT PETROLIER, SONABHY, TOTAL BURKINA, TOTAL ENERGIES TRADING",(CONTRAT),DOCESSEN,2014 2016 2020 2022
00587,1099/CJ,JURIDICTION ET CONTENTIEUX : PASSAGE DE PRODUITS PETROLIERS; CONTRAT N° 14/01184 DU 22-12-2014 : SONABHY ET AGENCE DE DISTRIBUTION OPTIMALE,"PASSAGE, PRODUIT PETROLIER, SONABHY, AGENCE DE DISTRIBUTION OPTIMALE",(CONTRAT),DOCCESSEN,2014
00588,1100/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/539 DU 07 NOVEMBRE 2017 + CONTRAT N°18/0296 DU 02 MARS 2018 + AVENANT N°18/0735 DU 17 AOUT 2018 : SONABHY ET SAMBA TRANSPORT ET LOGISTIQUE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAMBA TRANSPORT ET LOGISTIQUE","(CONTRAT, AVENANT)",DOCCESSEN,2017 2018
00589,1101/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°21/0136 DU 23 JUIN 2021 + AVENANT N°23/0430 DU 13 SEPTEMBRE 2023 : SONABHY ET OUEDRAOGO SIDIKI GILBERT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO SIDIKI GILBERT","(CONTRAT, AVENANT)",DOCCESSEN,2021 2023
00590,1102/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/530 DU 07 NOVEMBRE 2017 : SONABHY ET SOTRAWEB,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRAWEB",(CONTRAT),DOCCESSEN,2017
00591,1103/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS; CONTRAT N° 14/0211 DU 29-12-2014 + CONTRAT N°17/597 DU 28 DECEMBRE 2017 + CONTRAT N°18/0413 DU 29 MARS 2018 : SONABHY ET ELIKAN PETRLEUM,"VENTE, PRODUIT PETROLIER, SONABHY, ELIKAN PETROLEUM",(CONTRAT),DOCCESSEN,2014 2017
00592,1104/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS; CONTRAT N° 14/0207 DU 26-12-2014 : SONABHY ET BURKINA HYDROCARBURES,"VENTE, PRODUIT PETROLIER, SONABHY, BURKINA HYDROCARBURE",(CONTRAT),DOCCESSEN,2014
00593,1105/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS; CONTRAT N° 14/196 DU 26-12-2014 : SONABHY ET SP NAFI,"VENTE, PRODUIT PETROLIER, SONABHY, SP NAFI",(CONTRAT),DOCCESSEN,2014
00594,1106/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/517 DU 27 OCTOBRE 2017 : SONABHY ET BARRY PETROLIUM ET TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BARRY PETROLIUM ET TRANSPORT",(CONTRAT),DOCCESSEN,2017
00595,1107/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0445 DU 03 AVRIL 2018 + AVENANT N°21/0021 DU 25 JANVIER 2021 : SONABHY ET BEL-ANGE ET COMPAGNIES,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BEL-ANGE ET COMPAGNIE","(CONTRAT, AVENANT)",DOCCESSEN,2018 2021
00596,1108/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS; CONTRAT N° 14/0204 DU 26-12-2014 : SONABHY ET BANYAMA OIL,"VENTE, PRODUIT PETROLIER, SONABHY, BANYAMA OIL",(CONTRAT),DOCCESSEN,2014
00597,1109/CJ,JURIDICTION ET CONTENTIEUX : : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°16/332 DU 28 JANVIER 2016 : SONABHY ET BONKOUNGOU KASSOUM,"TRAVAIL, OUVRIER, SONABHY, BONKOUNGOU KASSOUM",(CONTRAT),DOCCESSEN,2016
00598,1110/CJ,JURIDICTION ET CONTENTIEUX : PASSAGE DE PRODUITS PETROLIERS ; CONTRAT N°14/0185 DU 22 DECEMBRE 2014 : SONABHY ET HYDRO MALI PETROLEUM,"PASSAGE, PRODUIT PRODUIT, HYDRO MALI PETROLEUM, SONABHY",(CONTRAT),DOCESSEN,2014
00599,1111/CJ,JURIDICTION ET CONTENTIEUX ; TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/518 DU 27 OCTOBRE 2017 + CONRAT N°18/0166 DU 15 FEVRIER 2018 + AVENANT N°20/0323 DU 25 NOVEMBRE 2020 : SONABHY ET GROUPE KONGNIMBO,"TRANSPORT, PRODUIT PRODUIT, SONABHY, GROUPE KONGNIMBO","(CONTRAT, AVENANT)",DOCESSEN,2017 2018 2020
00600,1112/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°15/0003 DU 08 JANVIER 2015 : SONABHY ET SODIP,"VENTE, PRODUIT PRODUIT, SONABHY, SODIP",(CONTRAT),DOCESSEN,2015
00601,1113/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°15/0218 DU 31 DECEMBRE 2014 : SONABHY ET ECO OIL BURKINA,"VENTE, PRODUIT PRODUIT, SONABHY, ECO OIL BURKINA",(CONTRAT),DOCESSEN,2014
00602,1114/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N° 15/0386 DU 18 NOVEMBRE 2015 + CONTRAT N°16/009 DU 21 JANVIER 2016 + AVENANT N°16/128 DU 04 AVRIL 2016 + AVENANT N°17/0209 DU 28 AVRIL 2017 + CONTRAT N°18/0161 DU 14 FEVRIER 2018 + AVENANT N°18/0514 DU 01 JUIN 2018 + AVENANT N°18/0672 DE 2018 + AVENANT N°19/0202 DU 20 JUIN 2019 : SONABHY ET WEND NA SONGDO INTERNATIONAL,"TRANSPORT, PRODUIT PRODUIT, SONABHY, WEND NA SONGDO INTERNATIONAL","(CONTRAT, AVENANT)",DOCESSEN,2015 2016 2017 2018 2019
00603,1115/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0799 DU 24 SEPTEMBRE 2018 : SONABHY ET ETOF,"TRANSPORT, PRODUIT PRODUIT, SONABHY, ETOF",(CONTRAT),DOCESSEN,2018
00604,1116/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°18/0839 DU 15 OCTOBRE 2018 + CONTRAT DE VENTE N°19/0085 DE 2019 + CONTRAT N°19/0191 DU 07 JUIN 2019 : SONABHY ET PHOENIX PETROLEUM,"VENTE, PRODUIT PRODUIT, SONABHY, PHOENIX PETROLEUM",(CONTRAT),DOCESSEN,2018 2019
00605,1117/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°15/0002 DU 05 JANVIER 2015 : SONABHY ET SODIGAZ APC,"VENTE, PRODUIT PRODUIT, STD SODIGAZ APC, SONABHY",(CONTRAT),DOCESSEN,2015
00606,1118/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°14/0215 DU 29 DECEMBRE 2014 + CONTRAT N°17/0623 DU 28 DECEMBRE 2017 : SONABHY ET ACCESS OIL,"VENTE, PRODUIT PETROLIER, SONABHY, ACCESS OIL",(CONTRAT),DOCESSEN,2014 2017
00607,1119/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°14/0201 DU 26 DECEMBRE 2014 + CONTRAT DE FOURNITURE DE BUREAU DU 11 FEVRIER 2015 + CONTRAT DE VENTE N°17/0616 DU 28 DECEMBRE 2017 : SONABHY ET OTAM,"VENTE, FOURNITURE, PRODUIT PRODUIT, SONABHY, OTAM",(CONTRAT),DOCESSEN,2014 2015 2017
00608,1120/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°14/0194 DU 26 DECEMBRE 2014 : SONABHY ET PLUF,"VENTE, PRODUIT PRODUIT, SONABHY, PLUF",(CONTRAT),DOCESSEN,2014
00609,1121/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°14/0179 DU 22 DECEMBRE 2014 + CONTRAT DU 09 DECEMBRE 2014 + CONTRAT DE VENTE N°17/0631 DU 28/12/2017 + CONTRAT N°20/0058 DU 21 FEVRIER 2020 : SONABHY ET VIVO ENERGY BURKINA,"VENTE, PRODUIT PRODUIT, SONABHY, VIVO ENERGY BURKINA",(CONTRAT),DOCESSEN,2014 2017 2020
00610,1122/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/0447 DU 21 SEPEMBRE 2017; CONTRAT N°18/00160 DU 14 FEVRIER 2018 + AVENANT N°18/0408 DU 28 MARS 2018 : SONABHY ET TRANSPORT YAMYAODA,"TRANSPORT, PRODUIT PRODUIT, SONABHY, TRANSPORT YAMYAODA","(CONTRAT, AVENANT)",DOCESSEN,2017 2018
00611,1123/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0204 DU 21 JANVIER 2015 + CONTRAT N°15/3627 DU 19 OCTOBRE 2015 : SONABHY ET ZONGO BASGA BERNARD,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, ZONGO BASGA BERNARD",(CONTRAT),DOCESSEN,2015
00612,1124/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0205 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3701 DU 19 OCTOBRE 2015 : SONABHY ET KIEKIETA SAYOUBA,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, KIEKIETA SAYOUBA",(CONTRAT),DOCESSEN,2015
00613,1125/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0206 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3702 DU 19 OCTOBRE 2015: SONABHY ET NIKIEMA HAMADO,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, NIKIEMA HAMADO",(CONTRAT),DOCESSEN,2015
00614,1126/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0207 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3704 DU 19 OCTOBRE 2015 : SONABHY ET MONET ABDOUL RAZACK,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, MONET ABDOUL RAZACK",(CONTRAT),DOCESSEN,2015
00615,1127/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0208 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3697 DU 19 OCTOBRE 2015 : SONABHY ET KALMOGO BERNARD,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, KALMOGO BERNARD",(CONTRAT),DOCESSEN,2015
00616,1128/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0209 DU 21 JANVIER 2015 + CONTRAT N°15/4528 DU 29 DECEMBRE 2015 : SONABHY ET NOUGTARA SOTISSE BERNARD,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, NOUGTARA SOTISSE BERNARD",(CONTRAT),DOCESSEN,2015
00617,1129/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0210 DU 21 JANVIER 2015 + CONTRAT N°15/0362 DU 19 OCTOBRE 2015 : SONABHY ET KALMOGO SOULEYMANEQ,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, KALMOGO SOULEYMANE",(CONTRAT),DOCESSEN,2015
00618,1130/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0211 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3710 DU 19 OCTOBRE 2015 : SONABHY ET NIKIEMA SAIDOU,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, NIKIEMA SAIDOU",(CONTRAT),DOCESSEN,2015
00619,1131/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0212 DU 21 JANVIER 2015 + CONTRAT N°15/3623 DU 19 OCTOBRE 2015 : SONABHY ET SAWADOGO ISSAKA,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, SAWADOGO ISSAKA",(CONTRAT),DOCESSEN,2015
00620,1132/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0213 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3671 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE DESIRE,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, SIMPORE DESIRE",(CONTRAT),DOCESSEN,2015
00621,1133/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE DETERMINEE ; CONTRAT N°15/0214 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3670 DU 19 OCTOBRE 2015 : SONABHY ET NIKIEMA AUGUSTIN,"TRAVAIL, EMPLISSAGE, CHARGEMENT, DEPOTAGE, SONABHY, NIKIEMA AUGUSTIN",(CONTRAT),DOCESSEN,2015
